Full Ref,Ref,%White,%Hispanic,%AfrAm,%Asian,%Chinese Han,Cohort,Cohort1,Cohort2,Cohort3,Design1,Design2,Individuals,Mean_age,Age_range,Age_group,Cohort_country1,Cohort_country2,Broad Trait/Disorder,Trait/Disorder,Categorical/Continuous,Binary/Continuous,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Rater1,Rater2,Covariate1,Covariate2,Covariate3,Covariate4,Design,Specific_phenotype,Specific_phenotype_category,Continuous_phenotype_category,Binary/Continuous,Group,Sex,h2,h2_SE,c2,c2_SE,e2,e2_SE,Model,,
"Friend, A., DeFries, J. C., Olson, R. K., Pennington, B., Harlaar, N., Byrne, B., . . . Corley, R. (2009). Heritability of high reading ability and its interaction with parental education. Behavior Genetics, 39(4), 427-436. ",Friend et al. (2009),No data,,,,,Colorado Twin Register,Colorado Twin Register,,,Twin study,DFextremes,228,8.4,,Middle Childhood,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,TOWRE,,,,,,,,,,Not used,,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.52,0.19,0.17,0.12,0.31,0.1,DFFULL,,
"Friend, A., DeFries, J. C., Olson, R. K., Pennington, B., Harlaar, N., Byrne, B., . . . Corley, R. (2009). Heritability of high reading ability and its interaction with parental education. Behavior Genetics, 39(4), 427-436. ",Friend et al. (2009),No data,,,,,TEDS,TEDS,,,Twin study,DFextremes,2310,7.1,,Childhood,UK,England and Wales,SLD,Dyslexia,Continuous,Continuous,TOWRE,,,,,,,,,,Not used,,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.5,0.07,0.17,0.04,0.34,0.02,DFFULL,,
"Friend, A., DeFries, J. C., Olson, R. K., Pennington, B., Harlaar, N., Byrne, B., . . . Corley, R. (2009). Heritability of high reading ability and its interaction with parental education. Behavior Genetics, 39(4), 427-436. ",Friend et al. (2009),No data,,,,,TEDS,TEDS,,,Twin study,DFextremes,2310,11.5,,Adolescence,UK,England and Wales,SLD,Dyslexia,Continuous,Continuous,TOWRE,,,,,,,,,,Not used,,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.59,0.05,0.05,0.03,0.36,0.02,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-10y,Middle Childhood,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,TWRT,,,,,,,,,,Age,Sex,Zygosity,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.65,0.08,0.26,0.06,0.08,0.03,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,10-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,TWRT,,,,,,,,,,Age,Sex,Zygosity,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.65,0.09,0.31,0.07,0.05,0.03,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-10y,Middle Childhood,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.64,0.09,0.25,0.07,0.1,0.03,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,10-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.58,0.09,0.34,0.07,0.07,0.03,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-10y,Middle Childhood,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.57,0.1,0.23,0.08,0.19,0.04,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,10-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.65,0.1,0.19,0.08,0.17,0.04,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-10y,Middle Childhood,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,WRAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.51,0.11,0.34,0.08,0.15,0.04,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,10-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,WRAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.67,0.11,0.24,0.09,0.09,0.04,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,TWRT,,,,,,,,,,Age,Sex,Zygosity,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.66,0.06,0.28,0.05,0.06,0.02,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.62,0.06,0.29,0.05,0.09,0.02,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.61,0.07,0.21,0.06,0.18,0.03,DFFULL,,
"Friend, A., DeFries, J. C., Wadsworth, S. J., & Olson, R. K. (2007). Genetic and environmental influences on word recognition and spelling deficits as a function of age. Behavior Genetics, 37(3), 477-486. ","Friend, DeFries, Wadsworth & Olson (2007)",No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,1346,,8-20y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,WRAT,,,,,,,,,,Age,Sex,Zygosity,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.59,0.08,0.29,0.06,0.12,0.03,DFFULL,,
"Garon-Carrier, G., Boivin, M., Kovas, Y., Feng, B., Brendgen, M., Vitaro, F., . . . Dionne, G. (2017). Persistent genetic and family-wide environmental contributions to early number knowledge and later achievement in mathematics. Psychological science, 28(12), 1707-1718. ",Garon-Carrier et al. (2017),No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,1698,5.3,,Childhood,Canada,,SLD,Dyscalculia,Continuous,Continuous,Number Knowledge Test,,,,,,,,,,Age,Sex,,,Family,Number knowledge,Number sense,Maths Ability,Continuous,,Combined,0.18,0.09,0.35,0.08,0.47,0.04,FULL,,
"Garon-Carrier, G., Boivin, M., Kovas, Y., Feng, B., Brendgen, M., Vitaro, F., . . . Dionne, G. (2017). Persistent genetic and family-wide environmental contributions to early number knowledge and later achievement in mathematics. Psychological science, 28(12), 1707-1718. ",Garon-Carrier et al. (2017),No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,1698,7.06,,Childhood,Canada,,SLD,Dyscalculia,Continuous,Continuous,Number Knowledge Test,,,,,,,,,,Age,Sex,,,Family,Number knowledge,Number sense,Maths Ability,Continuous,,Combined,0.49,0.11,0.18,0.09,0.33,0.04,FULL,,
"Garon-Carrier, G., Boivin, M., Kovas, Y., Feng, B., Brendgen, M., Vitaro, F., . . . Dionne, G. (2017). Persistent genetic and family-wide environmental contributions to early number knowledge and later achievement in mathematics. Psychological science, 28(12), 1707-1718. ",Garon-Carrier et al. (2017),No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,1698,12.09,,Adolescence,Canada,,SLD,Dyscalculia,Continuous,Continuous,Teacher report of achievement,,,,,,,,,,Age,Sex,,,Family,Maths Ability,Maths Ability,Maths Ability,Continuous,,Combined,0.52,0.08,0.21,0.07,0.27,0.03,FULL,,
"Gayán, J., & Olson, R. K. (2003). Genetic and environmental influences on individual differences in printed word recognition. Journal of Experimental Child Psychology, 84(2), 97-123. ",Gayan & Olson (2003),No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,880,10.6,8-19y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,,,,Family,Phonological awareness,Phonological Skills,Reading Ability,Continuous,,Combined,0.83,0.08,0.08,0.07,0.09,0.02,DFFULL,,
"Gayán, J., & Olson, R. K. (2003). Genetic and environmental influences on individual differences in printed word recognition. Journal of Experimental Child Psychology, 84(2), 97-123. ",Gayan & Olson (2003),No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,880,10.6,8-19y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,NW1,NW2,,,,,,,,,Age,,,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.85,0.06,0.04,0.05,0.11,0.02,DFFULL,,
"Gayán, J., & Olson, R. K. (2003). Genetic and environmental influences on individual differences in printed word recognition. Journal of Experimental Child Psychology, 84(2), 97-123. ",Gayan & Olson (2003),No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,880,10.6,8-19y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,Orthographic coding (OC),,,,,,,,,,Age,,,,Family,Decoding,Decoding,Reading Ability,Continuous,,Combined,0.8,0.07,0.05,0.05,0.15,0.02,DFFULL,,
"Gayán, J., & Olson, R. K. (2003). Genetic and environmental influences on individual differences in printed word recognition. Journal of Experimental Child Psychology, 84(2), 97-123. ",Gayan & Olson (2003),No data,,,,,CLDRC,CLDRC,,,Twin study,DFextremes,880,10.6,8-19y,Middle Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Age,,,,Family,Word Reading,Word Reading,Reading Ability,Continuous,,Combined,0.87,0.05,0.01,0.03,0.12,0.04,DFFULL,,
"Gillis, J., DeFries, J., & Fulker, D. (1992). Confirmatory factor analysis of reading and mathematics performance: A twin study. Acta geneticae medicae et gemellologiae: twin research, 41(4), 287-300. ","Gillis, DeFries & Fulker (1992)",No data,,,,,CRP,Colorado Reading Project,,,Twin study,DFextremes,892,,School age,Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Not used,,,,Family,Reading,Reading Ability,Reading Ability,Continuous,Probands,Combined,0.78,0.03,0.04,0.06,0.18,0.06,DFFULL,,
"Gillis, J., DeFries, J., & Fulker, D. (1992). Confirmatory factor analysis of reading and mathematics performance: A twin study. Acta geneticae medicae et gemellologiae: twin research, 41(4), 287-300. ","Gillis, DeFries & Fulker (1992)",No data,,,,,CRP,Colorado Reading Project,,,Twin study,DFextremes,892,,School age,Childhood & Adolescence,USA,Colorado,SLD,Dyscalculia,Continuous,Continuous,PIAT,WISC-R,WAIS-R,,,,,,,,Not used,,,,Family,Maths Ability,Maths Ability,Maths Ability,Continuous,Probands,Combined,0.51,0.05,0.44,0.05,0.05,0.06,DFFULL,,
"Gillis, J., DeFries, J., & Fulker, D. (1992). Confirmatory factor analysis of reading and mathematics performance: A twin study. Acta geneticae medicae et gemellologiae: twin research, 41(4), 287-300. ","Gillis, DeFries & Fulker (1992)",No data,,,,,CRP,Colorado Reading Project,,,Twin study,DFextremes,892,,School age,Childhood & Adolescence,USA,Colorado,SLD,Dyslexia,Continuous,Continuous,PIAT,,,,,,,,,,Not used,,,,Family,Reading,Reading Ability,Reading Ability,Continuous,Controls,Combined,0.74,0.03,0.09,0.07,0.17,0.07,DFFULL,,
"Gillis, J., DeFries, J., & Fulker, D. (1992). Confirmatory factor analysis of reading and mathematics performance: A twin study. Acta geneticae medicae et gemellologiae: twin research, 41(4), 287-300. ","Gillis, DeFries & Fulker (1992)",No data,,,,,CRP,Colorado Reading Project,,,Twin study,DFextremes,892,,School age,Childhood & Adolescence,USA,Colorado,SLD,Dyscalculia,Continuous,Continuous,PIAT,WISC-R,WAIS-R,,,,,,,,Not used,,,,Family,Maths Ability,Maths Ability,Maths Ability,Continuous,Controls,Combined,0.6,0.05,0.37,0.06,0.03,0.07,DFFULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,9y,Middle Childhood,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Females,0.66,0.02,0.26,0.03,0.08,0.04,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,12y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Females,0.26,0.03,0.33,0.03,0.41,0.03,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,14y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Females,0.38,0.03,0.3,0.03,0.32,0.03,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,16y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Females,0.56,0.03,0.28,0.03,0.16,0.03,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,9y,Middle Childhood,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Males,0.64,0.02,0.26,0.04,0.1,0.04,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,12y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Males,0.36,0.03,0.33,0.04,0.31,0.04,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,14y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Males,0.48,0.03,0.3,0.04,0.22,0.04,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,16y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Males,0.54,0.03,0.28,0.04,0.18,0.04,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,9y,Middle Childhood,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Combined,0.67,0.01,0.08,0.02,0.24,0.02,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,12y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Combined,0.58,0.02,0.11,0.02,0.3,0.02,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,14y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Combined,0.55,0.02,0.18,0.02,0.27,0.02,FULL,,
"Grasby, K. L., & Coventry, W. L. (2016). Longitudinal stability and growth in literacy and numeracy in Australian school students. Behavior Genetics, 46(5), 649-664. ",Grasby & Coventry (2016),No data,,,,,Australian Twin Register,Australian Twin Register,,,Twin study,Classical,3854,,16y,Adolescence,Australia,,SLD,Dyslexia,Continuous,Continuous,NAPLAN,,,,,,,,,,Age,Sex,Cohort,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Combined,0.56,0.02,0.19,0.02,0.25,0.02,FULL,,
